"","Unknown","Acidaminococcus","Actinomyces","Adlercreutzia","Akkermansia","Aliivibrio","Alistipes","Anaerofilum","Anaerofustis","Anaerostipes","Anaerotruncus","Bacillus","Bacteroides","Bifidobacterium","Bilophila","Blautia","Bradyrhizobium","Bulleidia","Butyricimonas","Campylobacter","cc_115","Christensenella","Cloacibacillus","Clostridium","Collinsella","Coprobacillus","Coprococcus","Cryocola","Dehalobacterium","Desulfovibrio","Dialister","Dorea","Eggerthella","Eikenella","Enterococcus","Escherichia","Eubacterium","Faecalibacterium","Finegoldia","Fusobacterium","Granulicatella","Haemophilus","HigherGenus","Holdemania","Lachnobacterium","Lachnospira","Lactobacillus","Lactococcus","Leptotrichia","Leuconostoc","Megamonas","Mogibacterium","Neisseria","Odoribacter","Oscillospira","Oxalobacter","Parabacteroides","Parvimonas","Pediococcus","Phascolarctobacterium","Prevotella","Pseudomonas","Pyramidobacter","Ralstonia","rc4-4","Roseburia","Rothia","Ruminococcus","Sarcina","Sharpea","SMB53","Staphylococcus","Streptococcus","Succiniclasticum","Sutterella","Turicibacter","Veillonella"
"SC249360-PC04924-C-01","2468","   0","   0","   0","4492","   0","  10","   6","   3","   0","   0","   0","9366","   0","  28","  31","   0","   0","   3","   0","   0","   0","   0","  43","   0","   0","  29","   0","   0","   0","   0","   5","   0","   0","   0","  12","   0","   0","   0","   0","   0","   0","1983","   0"," 185","  10","   0","   0","   0","   0","   0","   0","   0","   0"," 318","   0"," 112","   0","   0","   2","   2","   0","   0","   0","   0"," 184","   0"," 445","   0","   0","   0","   0","   0"," 173","  50","   0","   0"
"SC249365-PC04924-H-01"," 2021","    0","    0","    0"," 3573","    0","   11","    3","    2","    0","    0","    0","11126","    0","   41","   52","    0","    0","    6","    0","    0","    0","    0","   41","    0","    0","   22","    0","    0","    0","    0","    4","    0","    0","    0","    5","    2","    0","    0","    0","    0","    0"," 1718","    5","  148","   12","    0","    0","    0","    0","    0","    0","    0","    0","  307","    0","  135","    0","    0","    0","    0","    0","    3","    0","    0","  157","    0","  392","    0","    0","    0","    0","    0","  133","   34","    0","    0"
"SC249382-PC04924-D-02","2448","   0","   0","   0","5087","   0","  14","   0","   0","   0","   0","   5","9401","   0","  56","  46","   0","   0","   5","   0","   0","   0","   0","  38","   0","   0","  28","   0","   0","   0","   0","   1","   0","   0","   1","  29","   0","  15","   0","   6","   0","   0","1561","   6","  43","   8","  13","   0","   0","   0","   0","   0","   0","   0"," 278","   0"," 166","   0","   0","   0","   0","   1","   7","   3","   0","  64","   0"," 290","   0","   0","   0","   3","   0"," 256","  71","   0","   0"
"SC249385-PC04924-G-02","2413","   0","   0","   0","5073","   0","  11","   0","   0","   0","   0","   0","9669","   0","  33","  60","   0","   0","   0","   0","   0","   0","   0","  38","   0","   0","  44","   0","   0","   0","   0","   3","   0","   0","   0","  14","   0","  78","   0","   0","   0","   0","1466","   4","  38","  17","   0","   0","   0","   0","   0","   0","   1","   0"," 226","   0"," 101","   0","   0","   7","   0","   0","   7","   0","   0","  73","   0"," 346","   0","   0","   0","   0","   0"," 183","  46","   0","   0"
"SC249407","4044","   0","   0","   0","1270","   0","   0","   0","   0","  17","   0","   0","4725","   0","  57"," 880","   0","   0","   0","   0","   0","   0","   0","  17","   0","   0"," 966","   0","   0","   0","  90","  83","   0","   0","   0"," 113","   0","1631","   0","   0","   0","   2","2481","   0","   0"," 256","   4","   0","   0","   0","   0","   0","   0","  15"," 177","  13"," 530","   0","   0","  31","   0","   0","   0","   0","   0"," 976","   0","1450","   0","   0","   5","   1","  97","   0","   0","   1","   0"
"SC249410-PC04924-E-05","2298","   0","   0","   0","7109","   0","  17","   4","   2","   0","   0","   0","7919","   0","  75","   7","   0","   0","   3","   1","   0","   0","   0","  27","   0","   0","  22","   0","   0","   0","   0","   0","   0","   0","   0","  13","   0","  10","   0","   1","   0","   0","1503","   0","  55","  12","   2","   0","   0","   0","   0","   0","   0","   0"," 168","   0","  91","   0","   0","   2","   0","   0","   9","   0","   0","  67","   0"," 172","   0","   0","   0","   0","   0"," 319","  46","   0","   0"
"SC249411-PC04924-F-05","2772","   0","   0","   0","1651","   0","   0","   0","   0","  40","   0","   0","3517","   0","  47","1143","   0","   0","   0","   0","   0","   0","   0","  18","  18","   0","1211","   0","   0","   0","  68"," 120","   0","   0","   0"," 137","   0","1933","   0","   0","   0","   2","2451","  10","   5"," 318","   7","   0","   0","   0","   0","   0","   0","  12"," 199","  10"," 409","   0","   0","  53","   4","   0","   0","   0","   0","1662","   0","1977","   0","   0","   3","   0"," 115","   0","   0","   0","   1"
"SC249414-PC04924-A-06","3066","   0","   0","   0","1711","   0","   0","   0","   0","  43","   0","   2","3522","   0","  44"," 940","   0","   0","   0","   0","   0","   0","   0","  14","  12","   0"," 979","   0","   0","   0"," 121"," 124","   0","   0","   0"," 127","   0","1917","   0","   0","   0","   3","2817","   6","   0"," 784","   9","   0","   0","   0","   0","   0","   0","   0"," 204","  14"," 391","   0","   0","  75","   0","   0","   0","   0","   0"," 910","   0","1963","   0","   0","   4","   2"," 113","   0","   0","   0","   0"
"SC249417"," 2133","    0","    0","    0"," 5070","    0","   13","    5","    1","    0","    0","    0","10085","    0","   96","   13","    0","    0","    6","    0","    0","    0","    0","   25","    0","    0","   23","    0","    0","    0","    0","    2","    0","    0","    0","    8","    0","    0","    0","    0","    0","    0"," 1637","    5","   72","   18","    0","    0","    0","    0","    0","    0","    0","    0","  173","    0","   76","    0","    0","    4","    0","    0","    8","    0","    0","   84","    0","  148","    0","    0","    0","    0","    0","  191","   59","    0","    0"
"SC249418-PC04924-E-06","2835","   0","   0","   0","2449","   0","   0","   0","   0","  34","   0","   0","2932","   0","  29","1304","   0","   0","   0","   0","   0","   0","   0","  18","   0","   1","1257","   0","   0","   0"," 158"," 135","   0","   0","   0"," 203","   0","2635","   0","   0","   0","   0","2431","   5","   0"," 106","  11","   0","   0","   0","   0","   0","   0","  15"," 183","  11"," 279","   0","   0","  22","   0","   0","   0","   0","   0","1001","   0","1751","   0","   0","   3","   0"," 114","   0","   0","   4","   0"
"SC249419-PC04924-F-06","2525","   0","   0","   0","1636","   0","   0","   0","   0","  43","   0","   0","2133","   0","  35","1754","   0","   0","   0","   0","   0","   0","   0","  35","  18","   0","1478","   0","   0","   0"," 106"," 167","   0","   0","   0"," 270","   0","2833","   0","   0","   0","   2","2763","   5","   3"," 142","   6","   0","   0","   0","   0","   0","   0","   9"," 157","  11"," 257","   0","   0","  38","   0","   0","   0","   0","   0","1036","   0","2364","   0","   0","   4","   0","  89","   0","   0","   0","   1"
"SC249421-PC04924-H-06","2584","   0","   0","   0","7973","   0","  10","   6","   2","   0","   0","   0","6862","   0","  79","  14","   0","   0","   0","   0","   0","   0","   0","  16","   0","   0","  13","   0","   0","   0","   0","   0","   0","   0","   0","  14","   0","   0","   0","   0","   0","   1","1465","   5","  64","   8","   0","   0","   0","   0","   0","   0","   0","   0"," 134","   1"," 138","   0","   0","   0","   0","   0","   6","   0","   0","  59","   0"," 187","   0","   0","   0","   0","   0"," 269","  51","   0","   0"
"SC249424-PC04924-B-07","2681","   0","   0","   0","2855","   0","   0","   0","   0","  36","   0","   0","4016","   0","  41"," 930","   0","   0","   0","   0","   0","   0","   0","  17","   4","   0"," 846","   0","   0","   0"," 193"," 107","   0","   0","   0"," 263","   0","1380","   0","   0","   0","   3","2639","   6","   0"," 473","   5","   0","   0","   0","   0","   0","   0","   7"," 164","  14"," 432","   0","   0","  60","   1","   2","   0","   0","   0"," 855","   0","1773","   0","   0","   0","   2"," 115","   0","   0","   1","   0"
"SC249426-PC04924-D-07","2124","   0","   0","   0","8596","   0","  10","   4","   1","   0","   0","   0","6660","   0","  73","   5","   0","   0","   0","   0","   0","   0","   0","  20","   0","   0","  23","   0","   0","   0","   0","   0","   0","   0","   0","  16","   0","   0","   0","   0","   0","   0","1469","   3","  55","  12","   0","   0","   0","   0","   0","   0","   0","   0"," 122","   0"," 136","   0","   0","   2","   0","   0","   0","   0","   0","  57","   0"," 224","   0","   0","   0","   0","   0"," 294","  53","   0","   0"
"SC249429-PC04924-G-07","2432","   0","   0","   0","1538","   0","   0","   0","   0","  23","   0","   0","2109","   0","  53","1405","   0","   0","   0","   0","   0","   0","   0","  24","  32","   2","1522","   0","   0","   0","  81"," 142","   0","   0","   0"," 200","   0","3017","   0","   0","   0","   4","2828","   0","   8"," 175","   8","   0","   0","   0","   0","   0","   0","   6"," 182","  17"," 275","   0","   0","  52","   0","   0","   0","   0","   0","1476","   0","2167","   0","   0","   0","   0"," 130","   0","   0","   0","   0"
"SC249430-PC04924-H-07","1024","   0","   3","   0"," 723","   0","   0","   0","   0","  45","   0","   0"," 464","   0","  21","1975","   0","   0","   0","   0","   0","   0","   0","  41","  24","   0","1586","   0","   0","   0","  80"," 160","   0","   0","   0"," 104","   1","3785","   0","   0","   0","   0","2634","   4","   3"," 217","   5","   1","   0","   0","   0","   0","   0","   0"," 206","   9","  40","   0","   0","  51","   0","   0","   0","   0","   0","1423","   0","5173","   0","   0","   0","   0"," 114","   0","   0","   1","   0"
"SC249433-PC04924-B-08","3603","   0","   0","   0","4507","   0","   6","   2","   7","   0","   0","   0","4736","   0","  33"," 261","   0","   0","   0","   0","   0","   0","   0","  25","   0","   0","  42","   0","   0","   0","   0","  19","   0","   0","   0","   8","   7","  13","   0","   0","   0","   0","3647","   3"," 117","   5","   1","   0","   0","   0","   0","   0","   0","   0"," 117","   0","  45","   0","   0","   1","   0","   0","   3","   0","   0"," 237","   0","2355","   0","   0","   0","   0","   0"," 123","  22","   0","   0"
"SC249435-PC04924-D-08","1095","   0","   2","   1"," 775","   0","   0","   0","   0","  42","   0","   0"," 708","   0","  28","1394","   0","   0","   0","   0","   0","   0","   0","  40","  13","   1","1555","   0","   0","   0","  75"," 113","   0","   0","   0"," 126","   0","4048","   0","   0","   0","   0","2361","   7","   0"," 219","   7","   0","   0","   0","   0","   0","   0","   0"," 227","  10","  82","   0","   0","  46","   0","   0","   0","   0","   0","1254","   0","5576","   0","   0","   7","   0"," 106","   0","   0","   1","   0"
"SC249436-PC04924-E-08","3531","   0","   0","   0","3916","   0","   8","   4","   7","   0","   0","   0","5590","   0","  47"," 295","   0","   0","   2","   0","   0","   0","   0","  22","   0","   0","  45","   0","   0","   0","   0","  25","   0","   0","   0","   7","  10","   0","   0","   0","   0","   0","3553","   2"," 159","   5","   0","   0","   0","   0","   0","   0","   0","   0"," 124","   0","  39","   0","   0","   2","   0","   0","   2","   0","   0"," 290","   0","2125","   0","   0","   0","   0","   0"," 107","  27","   0","   0"
"SC249440-PC04924-A-09","1131","   0","   0","   0","1220","   0","   0","   0","   0","  40","   0","   0"," 973","   0","  52"," 884","   0","   0","   0","   0","   0","   0","   0","  14","   9","   0","1608","   0","   0","   0","  83","  90","   0","   0","   0"," 133","   1","3381","   0","   0","   0","   0","2270","   7","   3"," 224","   4","   0","   0","   0","   0","   0","   0","   3"," 267","  13"," 103","   0","   0","  58","   0","   0","   0","   0","   0","1092","   0","6208","   0","   0","   3","   0","  49","   0","   0","   0","   0"
"SC249441-PC04924-B-09"," 970","   0","   0","   0"," 464","   0","   0","   0","   0","  54","   0","   0"," 586","   0","  25","1180","   0","   0","   0","   0","   0","   0","   0","  39","   0","   0","1664","   0","   0","   0","  71","  96","   0","   0","   0","  56","   0","4150","   0","   0","   0","   0","2285","   7","   0"," 257","   0","   0","   0","   0","   0","   0","   0","   0"," 210","  12","  67","   0","   0","  56","   0","   0","   0","   0","   0","1656","   0","5974","   0","   0","   3","   0","  42","   0","   0","   0","   0"
"SC249445-PC04924-E-09","1026","   0","   0","   0","1231","   0","   0","   0","   0","  39","   0","   0"," 596","   0","  35"," 679","   0","   0","   0","   0","   0","   0","   0","  15","   7","   0","1778","   0","   0","   0","  93","  87","   0","   0","   0"," 177","   0","3719","   0","   0","   0","   0","2062","   8","   0"," 157","   1","   0","   0","   0","   0","   0","   0","   0"," 243","  10","  79","   0","   0","  48","   0","   0","   0","   0","   0","1137","   0","6640","   0","   0","   5","   0","  57","   0","   0","   0","   0"
"SC249447-PC04924-G-09","2577","   0","   0","   3","2416","   0","   6","   1","   3","   7","   0","   0","3667","   0","  43","1145","   0","   0","   0","   0","   0","   0","   0","  37","  23","   0"," 636","   0","   0","   0","  28"," 148","   1","   0","   0","  78","   6","1685","   0","   0","   0","   0","3393","   7","  68","  32","   4","   0","   0","   0","   0","   0","   0","   0"," 119","   3","  33","   0","   0","  16","   0","   0","   1","   0","   0","1135","   0","2464","   0","   0","   0","   0","  63","  51","  12","   0","   0"
"SC249448-PC04924-H-09","1135","   0","   0","   0","1611","   0","   0","   0","   0","  14","   0","   0","1330","   0","  60"," 214","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","1550","   0","   0","   0","  94","  37","   0","   0","   0"," 372","   0","5000","   0","   0","   0","   0","2038","   5","   0"," 201","   0","   0","   0","   0","   0","   0","   0","   0"," 281","  23"," 145","   0","   0","  99","   1","   0","   0","   0","   0"," 634","   0","5057","   0","   0","   0","   0","  14","   0","   0","   0","   0"
"SC249449-PC04924-A-10"," 899","   0","   0","   0","1110","   0","   0","   0","   0","  32","   1","   0"," 748","   0","  29"," 426","   0","   0","   0","   0","   0","   0","   0","  15","   6","   0","1692","   0","   0","   0","  74","  61","   0","   0","   0"," 152","   1","4323","   0","   0","   0","   0","1821","   6","   0"," 251","   2","   0","   0","   0","   0","   0","   0","   0"," 246","  12","  89","   0","   0","  66","   0","   0","   0","   0","   0"," 919","   0","6914","   0","   0","   2","   0","  26","   0","   0","   0","   0"
"SC249452","3737","   0","   0","   0","4052","   0","   9","   0","   5","   0","   0","   0","5236","   0","  49"," 288","   0","   0","   0","   0","   0","   1","   0","  11","   3","   0","  54","   0","   0","   0","   0","  20","   0","   0","   3","   8","   7","  47","   0","   0","   0","   0","3253","   0","  83","   4","   0","   0","   0","   0","   0","   1","   0","   0","  93","   0","  25","   0","   0","   2","   0","   0","   4","   0","   0"," 245","   0","2575","   0","   0","   0","   2","   1","  98","  23","   0","   0"
"SC249453-PC04924-E-10","1070","   0","   0","   0","1137","   0","   0","   0","   0","  27","   0","   0"," 896","   0","  48"," 588","   0","   0","   0","   0","   0","   0","   0","  23","   7","   0","1582","   0","   0","   0","  86","  71","   0","   0","   0","  95","   0","4364","   0","   0","   0","   1","2036","   6","   0"," 230","   3","   0","   0","   0","   0","   0","   0","   2"," 278","  13","  97","   0","   0","  50","   0","   0","   0","   0","   0"," 985","   0","6170","   0","   0","   2","   0","  51","   0","   0","   0","   0"
"SC253845-PC04924-H-10","2987","   0","   0","   0","4731","   0","  18","  11","   4","   0","   0","   0","8171","   0","  56","  27","   0","   0","   0","   0","   0","   0","   0","  34","   0","   0","  22","   0","   0","   0","   0","   3","   0","   0","   0","   8","   2","   4","   0","   0","   0","   0","2197","   8"," 238","   8","   0","   0","   0","   0","   0","   0","   0","   0"," 274","   1"," 160","   0","   0","   3","   1","   0","   7","   0","   0"," 183","   0"," 474","   0","   0","   0","   0","   0"," 255","  60","   0","   0"
"SC253846-PC04924-A-11","2902","   0","   0","   0","5486","   0","  16","   5","   4","   0","   0","   0","7163","   0","  65","  69","   0","   0","   0","   0","   0","   0","   0","  33","   0","   0","  24","   0","   0","   0","   0","   4","   0","   0","   0","   9","   3","   0","   0","   0","   0","   0","2373","  10"," 282","   6","   0","   0","   0","   0","   0","   0","   0","   0"," 287","   0"," 160","   0","   0","   3","   0","   0","   8","   0","   0"," 231","   0"," 472","   0","   0","   0","   0","   0"," 275","  56","   0","   0"
"SC249410-PC04925-F-02","2230","   0","   0","   0","7216","   0","  11","   3","   0","   0","   0","   0","8065","   0","  77","   5","   0","   0","   6","   0","   0","   0","   0","  15","   0","   0","  18","   0","   1","   0","   0","   0","   0","   0","   3","  13","   0","   4","   0","   0","   0","   0","1368","   3","  58","  11","   0","   0","   0","   0","   0","   0","   0","   0"," 143","   1","  94","   0","   0","   3","   0","   0","   8","   0","   0","  59","   0"," 165","   0","   0","   0","   0","   0"," 321","  42","   0","   0"
"SC249411-PC04925-G-02","2598","   0","   0","   0","1743","   0","   0","   0","   0","  30","   1","   0","3787","   0","  53","1167","   0","   0","   0","   0","   0","   0","   0","  21","  42","   0","1073","   0","   0","   0","  87"," 124","   1","   0","   0"," 169","   3","2374","   0","   0","   3","   3","2438","  10","   4"," 256","   6","   1","   0","   0","   0","   0","   0","  14"," 201","  14"," 346","   0","   0","  49","   3","   0","   0","   0","   0","1235","   0","1880","   0","   0","   3","   0"," 163","   0","   0","   0","   1"
"SC249414-PC04925-H-02","3029","   0","   1","   0","1851","   0","   0","   0","   0","  36","   2","   0","3659","   0","  41"," 873","   0","   0","   0","   0","   0","   0","   0","  27","  21","   0"," 929","   0","   0","   0"," 120","  90","   0","   0","   1"," 126","   2","1923","   0","   0","   0","   3","2683","  15","   2"," 558","   9","   0","   0","   0","   0","   0","   0","   6"," 207","  15"," 346","   0","   0","  57","   0","   0","   0","   0","   0","1178","   0","1931","   0","   0","   0","   0"," 169","   0","   0","   1","   1"
"SC249418-PC04925-B-03","2476","   0","   2","   0","2284","   0","   0","   0","   0","  43","   2","   0","2703","   0","  26","1637","   0","   0","   0","   0","   0","   0","   0","  25","  23","   1","1180","   0","   0","   0"," 154"," 144","   2","   0","   0"," 191","   0","2487","   0","   0","   0","   1","2326","   4","   0"," 116","   7","   0","   0","   0","   0","   0","   0","  12"," 169","   7"," 250","   0","   0","  24","   0","   0","   0","   0","   0","1670","   0","1802","   0","   0","   4","   0"," 126","   0","   0","   2","   1"
"SC249419-PC04925-C-03","2433","   0","   0","   0","1697","   0","   0","   0","   0","  31","   2","   0","2104","   0","  42","1631","   0","   0","   0","   0","   0","   0","   0","  25","  38","   0","1453","   0","   0","   0"," 134"," 146","   1","   0","   0"," 275","   2","2842","   0","   0","   0","   2","2671","   7","   4"," 181","   8","   0","   0","   0","   0","   0","   0","  10"," 172","  14"," 234","   0","   0","  30","   0","   0","   0","   0","   0","1186","   0","2390","   0","   0","   5","   0"," 140","   0","   0","   2","   0"
"SC249424-PC04925-E-03","2422","   0","   0","   2","3527","   0","   0","   0","   0","  31","   2","   0","4341","   0","  46"," 798","   0","   0","   0","   0","   0","   0","   0","  16","  14","   0"," 774","   0","   0","   0"," 224"," 111","   0","   0","   0"," 292","   0","1374","   0","   0","   0","   3","2314","   9","   0"," 443","   4","   0","   0","   0","   0","   0","   0","  11"," 148","  15"," 422","   0","   0","  82","   1","   2","   0","   0","   0"," 770","   0","1548","   0","   0","   4","   0"," 148","   0","   0","   1","   3"
"SC249426-PC04925-F-03","2094","   0","   0","   0","9625","   0","  14","   5","   0","   0","   0","   1","5564","   0","  85","  14","   0","   0","   3","   0","   0","   0","   0","  18","   0","   0","  27","   0","   0","   0","   0","   0","   0","   0","   0","  14","   1","   0","   0","   0","   0","   0","1456","   6","  39","  12","   0","   0","   0","   0","   0","   0","   0","   0"," 131","   0"," 118","   0","   0","   4","   0","   0","   9","   0","   0","  56","   0"," 208","   0","   0","   0","   0","   0"," 401","  52","   0","   0"
"SC249429-PC04925-G-03","2166","   0","   1","   0","1609","   0","   0","   0","   0","  31","   1","   0","2361","   0","  41","1561","   0","   0","   0","   0","   0","   0","   0","  36","  41","   0","1526","   0","   0","   0","  93"," 131","   2","   0","   0"," 190","   3","3072","   0","   0","   0","   1","2785","  12","  11"," 167","   9","   0","   0","   0","   0","   0","   0","   4"," 175","  12"," 242","   0","   0","  48","   0","   1","   0","   0","   0","1423","   0","1990","   0","   0","   3","   2"," 153","   0","   0","   1","   1"
"SC249430-PC04925-H-03","1078","   0","   3","   0"," 781","   0","   0","   0","   0","  50","   1","   0"," 407","   2","  24","1686","   0","   0","   0","   0","   0","   0","   0","  57","  46","   0","1630","   0","   0","   0"," 105"," 133","   2","   0","   0","  93","   0","3773","   0","   0","   0","   0","2592","   9","   0"," 164","   7","   0","   0","   0","   0","   0","   0","   0"," 185","  10","  41","   0","   0","  41","   0","   0","   0","   0","   0","1844","   0","4985","   0","   0","   6","   0"," 156","   0","   0","   2","   0"
"SC249433-PC04925-C-04","3568","   0","   0","   0","4949","   0","   9","   3","   5","   0","   0","   0","4717","   0","  38"," 263","   0","   0","   1","   0","   0","   1","   0","  17","   3","   0","  31","   0","   1","   0","   0","  21","   0","   0","   0","   9","   5","  10","   0","   0","   0","   0","3382","   5"," 116","   3","   0","   0","   0","   0","   0","   0","   0","   0"," 123","   0","  39","   0","   0","   1","   0","   0","   4","   0","   0"," 249","   0","2196","   0","   0","   0","   3","   0"," 148","  21","   0","   0"
"SC249435-PC04925-D-04","1133","   0","   3","   0"," 907","   0","   0","   0","   0","  32","   1","   0"," 664","   1","  34","1220","   0","   0","   0","   0","   1","   0","   0","  38","  31","   0","1411","   0","   0","   0","  82","  96","   0","   0","   0"," 132","   0","4264","   0","   0","   2","   0","2125","   9","   0"," 203","   3","   0","   0","   0","   0","   0","   0","   1"," 192","  14","  75","   0","   0","  50","   0","   0","   0","   0","   0","1576","   0","5481","   0","   0","   3","   0"," 122","   0","   0","   0","   0"
"SC249436-PC04925-E-04","3425","   0","   0","   0","4166","   0","   8","   4","   7","   0","   0","   0","5366","   0","  51"," 320","   0","   0","   2","   0","   0","   1","   0","  15","   0","   0","  46","   0","   0","   0","   0","  26","   3","   0","   0","   7","  11","   0","   0","   0","   0","   0","3593","   5"," 144","   3","   0","   0","   0","   0","   0","   0","   0","   0"," 132","   0","  37","   0","   0","   3","   0","   0","   3","   0","   0"," 294","   0","2111","   0","   0","   0","   0","   0"," 123","  26","   0","   0"
"SC249440-PC04925-G-04","1091","   0","   2","   0","1364","   0","   0","   0","   0","  29","   2","   2"," 931","   0","  41"," 795","   0","   0","   0","   0","   0","   0","   0","  25","  21","   0","1541","   0","   0","   0","  87","  64","   0","   0","   2"," 120","   1","4037","   0","   0","   0","   0","2002","  12","   2"," 204","   1","   0","   0","   0","   0","   0","   0","   2"," 274","  16"," 107","   0","   0","  66","   0","   0","   0","   0","   0","1128","   0","5873","   0","   0","   3","   3","  49","   0","   0","   0","   0"
"SC249441-PC04925-H-04","1124","   0","   0","   1"," 569","   0","   0","   0","   0","  51","   0","   0"," 603","   0","  32","1315","   0","   0","   0","   0","   0","   0","   0","  30","  24","   0","1599","   0","   0","   0","  84","  85","   0","   0","   0","  55","   0","3575","   0","   0","   0","   0","2197","  11","   3"," 275","   1","   0","   0","   0","   0","   0","   0","   0"," 206","  13","  78","   0","   0","  68","   0","   0","   0","   0","   0","2066","   0","5777","   0","   0","   4","   2","  63","   0","   0","   0","   0"
"SC249445-PC04925-B-05","1098","   0","   3","   1","1256","   0","   0","   0","   0","  36","   1","   0"," 666","   0","  39"," 636","   0","   0","   0","   0","   0","   0","   0","  27","  25","   0","1648","   0","   0","   0"," 106","  77","   0","   0","   0"," 208","   0","4172","   4","   0","   0","   0","1927","  13","   0"," 138","   4","   0","   0","   0","   0","   0","   0","   1"," 248","  19","  82","   0","   0","  51","   0","   0","   0","   0","   0","1099","   0","6240","   0","   0","   3","   0","  83","   0","   0","   0","   0"
"SC249447-PC04925-C-05","2352","   0","   0","   0","2891","   0","   8","   1","   3","   7","   0","   0","3104","   1","  34","1290","   0","   0","   0","   0","   0","   0","   0","  34","  70","   3"," 622","   0","   0","   0","  40"," 134","   5","   0","   0","  74","   9","1656","   0","   0","   0","   0","3471","   6","  65","  39","   5","   0","   0","   0","   0","   0","   0","   0"," 150","   5","  36","   0","   0","  17","   0","   0","   1","   0","   0","1043","   0","2560","   0","   0","   1","   0","  76","  72","  13","   0","   0"
"SC249448-PC04925-A-11","1067","   0","   0","   0","2068","   0","   0","   0","   0","  19","   1","   2","1323","   0","  57"," 240","   0","   0","   0","   0","   0","   0","   0","   6","   8","   0","1593","   0","   0","   0"," 128","  45","   0","   0","   0"," 323","   0","4308","   0","   0","   0","   0","2070","   9","   0"," 200","   1","   0","   0","   0","   0","   0","   0","   3"," 314","  27"," 151","   0","   0"," 122","   0","   0","   0","   0","   0"," 732","   0","5067","   0","   0","   0","   0","  22","   0","   0","   0","   0"
"SC249448-PC04925-D-05","1000","   0","   0","   0","1791","   0","   0","   0","   0","  18","   2","   0","1220","   0","  50"," 221","   0","   0","   0","   0","   1","   0","   0","   9","   0","   0","1524","   0","   0","   0"," 118","  30","   0","   0","   1"," 295","   0","5248","   0","   0","   0","   0","1999","   8","   0"," 234","   1","   0","   0","   0","   0","   0","   0","   2"," 312","  17"," 135","   0","   0"," 104","   0","   0","   0","   0","   0"," 739","   0","4810","   0","   0","   0","   0","  21","   0","   0","   0","   1"
"SC249449-PC04925-E-05"," 889","   0","   0","   0","1173","   0","   0","   0","   0","  31","   3","   0"," 720","   2","  38"," 392","   0","   0","   0","   0","   0","   0","   0","  23","  13","   0","1682","   0","   0","   0","  92","  50","   0","   0","   2"," 162","   0","4783","   0","   3","   0","   0","1722","   8","   1"," 237","   2","   0","   0","   0","   0","   0","   0","   0"," 227","  13","  81","   0","   0","  48","   0","   0","   0","   1","   0"," 842","   0","6634","   0","   0","   2","   2","  38","   0","   0","   0","   0"
"SC249453-PC04925-F-05","1077","   0","   3","   0","1562","   0","   0","   0","   0","  30","   0","   0"," 872","   0","  38"," 548","   0","   0","   0","   0","   0","   0","   0","  15","  17","   0","1533","   0","   0","   0"," 101","  63","   0","   0","   0","  92","   0","3968","   0","   0","   0","   0","1869","  12","   0"," 272","   3","   0","   0","   0","   0","   0","   0","   2"," 306","  12"," 104","   0","   0","  65","   0","   0","   0","   0","   0","1132","   0","6145","   0","   0","   2","   0","  65","   0","   0","   0","   0"
"SC253182-PC04925-H-05","3665","   0","   0","   0","7404","   0","   8","   4","   0","   0","   0","   0","4775","   0","  17","  27","   0","   0","   2","   0","   0","   0","   0","  16","   0","   0","  18","   0","   1","   0","   0","   3","   0","   0","   0","   7","   0","   4","   0","   0","   0","   0","2465","   6","  51","   6","   0","   0","   0","   0","   0","   0","   0","   0"," 117","   0"," 172","   0","   0","   1","   0","   0","   5","   0","   0","  67","   0"," 846","   0","   0","   0","   0","   0"," 238","  17","   0","   0"
"SC253183-PC04925-A-06","1732","   0","   3","   0","3765","   0","   0","   0","   0","  16","   2","   2","1402","   1","  91"," 280","   0","   0","   0","   0","   0","   0","   0","  38","  19","   0"," 402","   0","   0","   0"," 418","  57","   1","   0","   0"," 441","   0","3067","   0","   0","   3","   3","3861","  27","   3"," 308","   2","   1","   0","   0","   0","   0","   0","   4"," 577","  36"," 163","   0","   0"," 251","   0","   0","   0","   0","   0","1208","   0","1561","   0","   0","   0","   1"," 152","   0","   0","   0","   2"
"SC253184-PC04925-B-06","1823","   0","   0","   0","2894","   0","   0","   0","   0","  23","   3","   0","1855","   0","  89"," 497","   0","   0","   0","   0","   0","   0","   0","  42","  29","   0"," 562","   0","   0","   0"," 382","  85","   1","   0","   0"," 442","   0","3115","   0","   0","   1","   0","3504","  28","   3"," 120","   4","   0","   0","   0","   0","   0","   0","   4"," 416","  34"," 195","   0","   0"," 133","   0","   0","   0","   0","   0","1583","   0","1861","   0","   0","   0","   1"," 173","   0","   0","   0","   0"
"SC253186-PC04925-D-06","3867","   0","   0","   0","6343","   0","   9","   4","   1","   0","   0","   0","4320","   0","  35","  61","   0","   0","   1","   0","   0","   1","   0","  12","   0","   0","  28","   0","   1","   0","   0","   7","   0","   0","   0","   6","   2","   1","   0","   0","   0","   0","3485","   8","  90","   7","   0","   0","   0","   0","   0","   0","   0","   0","  85","   0"," 158","   0","   0","   2","   0","   0","   6","   0","   0"," 125","   0","1051","   0","   0","   0","   0","   0"," 204","  23","   0","   0"
